,action_num_val,action_verbose
3670,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3671,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3672,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3673,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3674,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3675,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3676,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3677,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3678,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3679,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3680,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3681,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3682,49,"Exploit: target=(3, 3), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3683,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3684,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3685,58,"Exploit: target=(3, 4), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3686,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3687,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3688,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3689,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3690,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
3691,67,"Exploit: target=(4, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3692,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3693,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3694,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3695,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3696,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3697,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3698,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3699,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3700,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3701,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3702,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3703,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3704,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3705,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3706,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3707,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3708,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
3709,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3710,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3711,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
3712,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3713,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3714,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3715,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3716,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3717,58,"Exploit: target=(3, 4), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3718,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3719,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
3720,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3721,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3722,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
3723,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
3724,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3725,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
3726,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3727,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3728,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3729,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3730,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3731,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3732,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3733,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3734,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3735,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3736,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3737,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3738,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3739,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3740,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3741,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3742,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3743,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3744,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3745,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
3746,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3747,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3748,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3749,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3750,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3751,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3752,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3753,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3754,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3755,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3756,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3757,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3758,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3759,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3760,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
3761,70,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3762,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3763,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3764,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3765,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3766,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3767,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3768,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3769,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
3770,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3771,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3772,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3773,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3774,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3775,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3776,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3777,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3778,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3779,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3780,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3781,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3782,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3783,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3784,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3785,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3786,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3787,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3788,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3789,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3790,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3791,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3792,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3793,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3794,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3795,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3796,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3797,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3798,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3799,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
3800,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3801,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3802,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3803,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3804,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3805,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3806,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3807,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3808,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3809,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3810,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3811,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3812,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3813,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3814,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3815,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3816,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3817,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3818,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3819,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3820,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3821,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3822,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3823,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3824,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3825,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3826,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3827,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3828,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3829,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3830,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3831,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3832,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3833,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3834,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3835,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3836,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3837,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3838,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3839,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3840,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3841,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3842,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3843,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
3844,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3845,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3846,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3847,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3848,42,"Exploit: target=(3, 2), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3849,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3850,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3851,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3852,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3853,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3854,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3855,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3856,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3857,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3858,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3859,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3860,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3861,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3862,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3863,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3864,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3865,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3866,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3867,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3868,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3869,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3870,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3871,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3872,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3873,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3874,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3875,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3876,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3877,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3878,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3879,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3880,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3881,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3882,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3883,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3884,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3885,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3886,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3887,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3888,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3889,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3890,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3891,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3892,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3893,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3894,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3895,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3896,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3897,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3898,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3899,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3900,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3901,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3902,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3903,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3904,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3905,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
3906,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3907,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3908,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3909,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3910,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3911,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3912,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3913,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3914,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3915,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3916,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3917,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3918,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3919,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3920,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3921,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3922,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3923,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3924,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3925,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
3926,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3927,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3928,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3929,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3930,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
3931,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3932,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3933,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3934,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
3935,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
3936,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
3937,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3938,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3939,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3940,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
3941,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
3942,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
3943,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
